Student_ID,First_Name,Last_Name,Email,Major,Title,Number_of_Skills,Salary,Salary_Range,GPA,GPA_Range,Graduated,Skills_Tokenized
191181715,Stacy,Brown,Stacy.Brown000@mymdc.net,Data Analytics,Data Scientist,31,30000,High,2.62,Low,FALSE,"['Ethical Considerations', 'Natural Language Processing (NLP)', 'Database Management', 'Programming', 'Data-Driven Decision Making', 'Deep Learning', 'Machine Learning Algorithms', 'Edge Computing', 'DevOps', 'Critical Thinking', 'Programming Languages', 'Communication', 'Data Engineering', 'AI Ethics and Governance', 'Attention to Detail', 'Computer Vision', 'Creativity', 'Adaptability', 'Business Acumen', 'Data Visualization', 'IoT Integration', 'Data Analysis', 'ETL Processes', 'Model Training and Evaluation', 'Curiosity', 'AI Frameworks and Libraries', 'Algorithm Development', 'Collaboration', 'Project Management', 'API Development', 'Robotics']"
988492812,Carl,Conner,Carl.Conner000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,1,30000,High,3.12,Medium,FALSE,['Machine Learning Algorithms']
829616106,Nicholas,Frazier,Nicholas.Frazier000@mymdc.net,Data Analytics,Data Analyst,15,30000,High,3.17,Medium,FALSE,"['Critical Thinking', 'Programming', 'Attention to Detail', 'Database Management', 'Data Engineering', 'IoT Integration', 'Business Acumen', 'Leadership', 'Machine Learning Algorithms', 'Creativity', 'Data Visualization', 'Edge Computing', 'AI Frameworks and Libraries', 'DevOps', 'Data Analysis']"
792393917,Clinton,Jackson,Clinton.Jackson000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,9,30000,High,2.61,Low,FALSE,"['Collaboration', 'Data Preprocessing', 'Adaptability', 'AI Ethics and Governance', 'DevOps', 'Programming', 'Creativity', 'Problem-Solving', 'Data Visualization']"
145295565,Troy,Leach,Troy.Leach000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,1,30000,High,2.86,Low,FALSE,['Presentation Skills']
364528737,Eric,Serrano,Eric.Serrano000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,12,30000,High,3.46,Medium,FALSE,"['Model Training and Evaluation', 'IoT Integration', 'Collaboration', 'Software Engineering Principles', 'Natural Language Processing (NLP)', 'Computer Vision', 'ETL Processes', 'Communication', 'Big Data Technologies', 'Attention to Detail', 'Deep Learning', 'Edge Computing']"
868382431,Sabrina,Howard,Sabrina.Howard000@mymdc.net,Applied Artificial Intelligence,AI Engineer,36,30000,High,3.82,High,FALSE,"['Database Management', 'Creativity', 'DevOps', 'Edge Computing', 'Cloud Computing', 'Data-Driven Decision Making', 'API Development', 'Deep Learning', 'Business Acumen', 'ETL Processes', 'Problem-Solving', 'Programming Languages', 'Robotics', 'Programming', 'Ethical Considerations', 'Attention to Detail', 'Project Management', 'Data Engineering', 'AI Ethics and Governance', 'Big Data Technologies', 'Data Visualization', 'Collaboration', 'AI Frameworks and Libraries', 'Data Analysis', 'Algorithm Development', 'IoT Integration', 'Critical Thinking', 'Model Training and Evaluation', 'Natural Language Processing (NLP)', 'Presentation Skills', 'Computer Vision', 'Market Analysis', 'Communication', 'Machine Learning Algorithms', 'Curiosity', 'Software Engineering Principles']"
653445648,Mario,Smith,Mario.Smith000@mymdc.net,Data Analytics,Marketing Analyst,18,30000,High,3,Low,FALSE,"['Market Analysis', 'Machine Learning Algorithms', 'Data Analysis', 'Algorithm Development', 'Attention to Detail', 'IoT Integration', 'Cloud Computing', 'Adaptability', 'AI Frameworks and Libraries', 'Curiosity', 'Deep Learning', 'Programming Languages', 'Leadership', 'Critical Thinking', 'Model Training and Evaluation', 'Edge Computing', 'Creativity', 'Natural Language Processing (NLP)']"
942341504,Michael,Douglas,Michael.Douglas000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,21,107954,High,3.43,Medium,TRUE,"['Robotics', 'Market Analysis', 'Programming Languages', 'Natural Language Processing (NLP)', 'Ethical Considerations', 'Leadership', 'Database Management', 'ETL Processes', 'DevOps', 'Curiosity', 'Creativity', 'Data Engineering', 'Edge Computing', 'Presentation Skills', 'Model Training and Evaluation', 'Project Management', 'IoT Integration', 'Problem-Solving', 'Big Data Technologies', 'Deep Learning', 'Attention to Detail']"
844897146,Tyler,Mcclain,Tyler.Mcclain000@mymdc.net,Data Analytics,Business Intelligence Analyst,20,30000,High,2.87,Low,FALSE,"['Communication', 'Robotics', 'Software Engineering Principles', 'ETL Processes', 'Presentation Skills', 'Leadership', 'AI Ethics and Governance', 'Collaboration', 'Business Acumen', 'Data Engineering', 'Market Analysis', 'Attention to Detail', 'Ethical Considerations', 'API Development', 'Model Training and Evaluation', 'Programming', 'Machine Learning Algorithms', 'Adaptability', 'Cloud Computing', 'AI Frameworks and Libraries']"
690313902,Rebecca,Nolan,Rebecca.Nolan000@mymdc.net,Data Analytics,Operations Analyst,36,79567,Medium,2.77,Low,TRUE,"['Programming', 'Problem-Solving', 'Algorithm Development', 'Data-Driven Decision Making', 'Market Analysis', 'Ethical Considerations', 'AI Ethics and Governance', 'Critical Thinking', 'Edge Computing', 'API Development', 'IoT Integration', 'Database Management', 'Software Engineering Principles', 'Creativity', 'Machine Learning Algorithms', 'Computer Vision', 'Model Training and Evaluation', 'Attention to Detail', 'Business Acumen', 'Cloud Computing', 'Big Data Technologies', 'ETL Processes', 'Collaboration', 'Presentation Skills', 'Leadership', 'Deep Learning', 'Programming Languages', 'Project Management', 'Data Visualization', 'Natural Language Processing (NLP)', 'Communication', 'Data Engineering', 'AI Frameworks and Libraries', 'Data Preprocessing', 'Data Analysis', 'Robotics']"
163495723,Roger,Trujillo,Roger.Trujillo000@mymdc.net,Applied Artificial Intelligence,AI Engineer,37,30000,High,3.95,High,FALSE,"['Leadership', 'Adaptability', 'Collaboration', 'Data Visualization', 'DevOps', 'Critical Thinking', 'Curiosity', 'Algorithm Development', 'Programming', 'API Development', 'AI Frameworks and Libraries', 'Data Preprocessing', 'Market Analysis', 'Database Management', 'Computer Vision', 'Cloud Computing', 'Data-Driven Decision Making', 'Programming Languages', 'Project Management', 'Ethical Considerations', 'Edge Computing', 'Presentation Skills', 'Business Acumen', 'Attention to Detail', 'Natural Language Processing (NLP)', 'Model Training and Evaluation', 'Robotics', 'AI Ethics and Governance', 'Big Data Technologies', 'IoT Integration', 'Data Engineering', 'Deep Learning', 'Communication', 'Problem-Solving', 'Software Engineering Principles', 'Creativity', 'ETL Processes']"
170125072,Jenna,Miller,Jenna.Miller000@mymdc.net,Data Analytics,Business Intelligence Analyst,28,30000,High,3.21,Medium,FALSE,"['AI Frameworks and Libraries', 'Leadership', 'ETL Processes', 'Algorithm Development', 'Adaptability', 'API Development', 'IoT Integration', 'Programming Languages', 'Computer Vision', 'Project Management', 'Creativity', 'Attention to Detail', 'Software Engineering Principles', 'Curiosity', 'Edge Computing', 'Data-Driven Decision Making', 'Deep Learning', 'AI Ethics and Governance', 'Robotics', 'Problem-Solving', 'DevOps', 'Machine Learning Algorithms', 'Programming', 'Collaboration', 'Communication', 'Big Data Technologies', 'Data Engineering', 'Model Training and Evaluation']"
618867382,David,Hall,David.Hall000@mymdc.net,Data Analytics,Business Intelligence Analyst,10,30000,High,3.1,Medium,FALSE,"['Creativity', 'Leadership', 'Collaboration', 'Adaptability', 'Attention to Detail', 'Programming', 'Big Data Technologies', 'Natural Language Processing (NLP)', 'Edge Computing', 'Database Management']"
895556738,Nathaniel,Wise,Nathaniel.Wise000@mymdc.net,Applied Artificial Intelligence,AI Engineer,22,30000,High,2.96,Low,FALSE,"['Problem-Solving', 'ETL Processes', 'Programming Languages', 'AI Frameworks and Libraries', 'DevOps', 'Data Analysis', 'API Development', 'Computer Vision', 'AI Ethics and Governance', 'Collaboration', 'Edge Computing', 'Creativity', 'Market Analysis', 'Software Engineering Principles', 'Business Acumen', 'Attention to Detail', 'Data Preprocessing', 'Algorithm Development', 'Machine Learning Algorithms', 'Data Visualization', 'Data Engineering', 'Database Management']"
605418453,Wanda,Fitzgerald,Wanda.Fitzgerald000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,13,96542,High,3.51,High,TRUE,"['Market Analysis', 'Critical Thinking', 'Database Management', 'Problem-Solving', 'AI Ethics and Governance', 'Curiosity', 'Collaboration', 'Data Visualization', 'Model Training and Evaluation', 'Cloud Computing', 'Machine Learning Algorithms', 'ETL Processes', 'Adaptability']"
658449422,Terrence,Johnston,Terrence.Johnston000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,36,30000,High,2.98,Low,FALSE,"['AI Frameworks and Libraries', 'Database Management', 'Edge Computing', 'Programming', 'Problem-Solving', 'Computer Vision', 'Natural Language Processing (NLP)', 'Programming Languages', 'ETL Processes', 'Project Management', 'Ethical Considerations', 'IoT Integration', 'Attention to Detail', 'Big Data Technologies', 'Machine Learning Algorithms', 'Deep Learning', 'Model Training and Evaluation', 'Data Visualization', 'Market Analysis', 'AI Ethics and Governance', 'DevOps', 'Communication', 'Robotics', 'Data Analysis', 'Adaptability', 'Business Acumen', 'Presentation Skills', 'Leadership', 'API Development', 'Algorithm Development', 'Curiosity', 'Critical Thinking', 'Creativity', 'Data Engineering', 'Cloud Computing', 'Software Engineering Principles']"
678208990,Joshua,Juarez,Joshua.Juarez000@mymdc.net,Data Analytics,Data Analyst,6,30000,High,2.55,Low,FALSE,"['Data Visualization', 'Market Analysis', 'Presentation Skills', 'Business Acumen', 'API Development', 'Attention to Detail']"
224703498,Cody,Ward,Cody.Ward000@mymdc.net,Data Analytics,Operations Analyst,12,30000,High,2.19,Very Low,FALSE,"['Machine Learning Algorithms', 'Ethical Considerations', 'Robotics', 'API Development', 'Market Analysis', 'Cloud Computing', 'Deep Learning', 'Edge Computing', 'Data Visualization', 'ETL Processes', 'Computer Vision', 'Model Training and Evaluation']"
292687839,Michael,Cooper,Michael.Cooper000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,36,87494,High,2.67,Low,TRUE,"['Computer Vision', 'Curiosity', 'Market Analysis', 'Critical Thinking', 'AI Ethics and Governance', 'Machine Learning Algorithms', 'Natural Language Processing (NLP)', 'ETL Processes', 'AI Frameworks and Libraries', 'Project Management', 'Big Data Technologies', 'Data Visualization', 'Robotics', 'Edge Computing', 'Creativity', 'Data Engineering', 'Model Training and Evaluation', 'Communication', 'Collaboration', 'Software Engineering Principles', 'Database Management', 'Algorithm Development', 'Ethical Considerations', 'Programming', 'Presentation Skills', 'Data-Driven Decision Making', 'API Development', 'Data Analysis', 'IoT Integration', 'DevOps', 'Business Acumen', 'Adaptability', 'Data Preprocessing', 'Attention to Detail', 'Programming Languages', 'Cloud Computing']"
891636631,Roger,White,Roger.White000@mymdc.net,Data Analytics,Business Intelligence Analyst,14,30000,High,3.46,Medium,FALSE,"['Data Visualization', 'Curiosity', 'Model Training and Evaluation', 'Business Acumen', 'Creativity', 'Big Data Technologies', 'Algorithm Development', 'Problem-Solving', 'Machine Learning Algorithms', 'Attention to Detail', 'Software Engineering Principles', 'AI Ethics and Governance', 'Edge Computing', 'Cloud Computing']"
888652964,Christopher,Clayton,Christopher.Clayton000@mymdc.net,Data Analytics,Marketing Analyst,17,74447,Medium,2.21,Very Low,TRUE,"['Machine Learning Algorithms', 'Model Training and Evaluation', 'Robotics', 'Collaboration', 'API Development', 'Cloud Computing', 'IoT Integration', 'Data Preprocessing', 'Natural Language Processing (NLP)', 'Algorithm Development', 'Data Visualization', 'Deep Learning', 'Programming Languages', 'ETL Processes', 'DevOps', 'Problem-Solving', 'Data Analysis']"
727718017,Zachary,Collins,Zachary.Collins000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,17,94085,High,3.19,Medium,TRUE,"['Robotics', 'Communication', 'Cloud Computing', 'Software Engineering Principles', 'Data Engineering', 'Programming', 'Algorithm Development', 'Database Management', 'Attention to Detail', 'ETL Processes', 'Model Training and Evaluation', 'Edge Computing', 'API Development', 'Presentation Skills', 'Ethical Considerations', 'DevOps', 'Data Visualization']"
890732185,Heather,King,Heather.King000@mymdc.net,Data Analytics,Operations Analyst,35,30000,High,3.65,High,FALSE,"['Creativity', 'Programming Languages', 'Deep Learning', 'Project Management', 'AI Frameworks and Libraries', 'Problem-Solving', 'Data Visualization', 'Data Preprocessing', 'ETL Processes', 'Big Data Technologies', 'Adaptability', 'Computer Vision', 'Communication', 'Cloud Computing', 'Curiosity', 'Machine Learning Algorithms', 'Data Analysis', 'Critical Thinking', 'Attention to Detail', 'Database Management', 'Natural Language Processing (NLP)', 'Algorithm Development', 'Data Engineering', 'Programming', 'Business Acumen', 'IoT Integration', 'Ethical Considerations', 'Presentation Skills', 'Market Analysis', 'Software Engineering Principles', 'DevOps', 'AI Ethics and Governance', 'Edge Computing', 'Robotics', 'Collaboration']"
141601432,Carolyn,Ware,Carolyn.Ware000@mymdc.net,Data Analytics,Data Scientist,21,30000,High,2.4,Very Low,FALSE,"['Natural Language Processing (NLP)', 'Software Engineering Principles', 'API Development', 'Problem-Solving', 'Critical Thinking', 'Data Preprocessing', 'Deep Learning', 'Machine Learning Algorithms', 'Business Acumen', 'Edge Computing', 'AI Ethics and Governance', 'DevOps', 'Adaptability', 'Big Data Technologies', 'Database Management', 'Market Analysis', 'Communication', 'Data Engineering', 'Data Analysis', 'Presentation Skills', 'Attention to Detail']"
431138654,Catherine,Rodriguez,Catherine.Rodriguez000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,36,30000,High,3.66,High,FALSE,"['Data Analysis', 'Critical Thinking', 'Collaboration', 'Data Preprocessing', 'Machine Learning Algorithms', 'Business Acumen', 'Data Visualization', 'Programming', 'Computer Vision', 'IoT Integration', 'Data-Driven Decision Making', 'Curiosity', 'Cloud Computing', 'Problem-Solving', 'AI Ethics and Governance', 'Big Data Technologies', 'Market Analysis', 'ETL Processes', 'Leadership', 'API Development', 'Creativity', 'Natural Language Processing (NLP)', 'Algorithm Development', 'Model Training and Evaluation', 'Software Engineering Principles', 'Database Management', 'Robotics', 'Data Engineering', 'Deep Learning', 'Presentation Skills', 'Programming Languages', 'Adaptability', 'AI Frameworks and Libraries', 'Ethical Considerations', 'Edge Computing', 'Project Management']"
271544429,Jessica,Allen,Jessica.Allen000@mymdc.net,Data Analytics,Marketing Analyst,32,30000,High,2.34,Very Low,FALSE,"['AI Frameworks and Libraries', 'Computer Vision', 'Big Data Technologies', 'Collaboration', 'Creativity', 'AI Ethics and Governance', 'Data Visualization', 'Ethical Considerations', 'Deep Learning', 'Robotics', 'DevOps', 'Market Analysis', 'Business Acumen', 'Programming', 'Leadership', 'Communication', 'Data Preprocessing', 'Data Engineering', 'Presentation Skills', 'Curiosity', 'Cloud Computing', 'Data-Driven Decision Making', 'Algorithm Development', 'Adaptability', 'Natural Language Processing (NLP)', 'API Development', 'Critical Thinking', 'Software Engineering Principles', 'IoT Integration', 'Database Management', 'Edge Computing', 'Machine Learning Algorithms']"
790777605,Christopher,Thompson,Christopher.Thompson000@mymdc.net,Data Analytics,Data Analyst,30,30000,High,2.69,Low,FALSE,"['ETL Processes', 'Market Analysis', 'Business Acumen', 'API Development', 'AI Ethics and Governance', 'Project Management', 'AI Frameworks and Libraries', 'Database Management', 'Data-Driven Decision Making', 'Data Engineering', 'Cloud Computing', 'Curiosity', 'Robotics', 'Leadership', 'Algorithm Development', 'Data Visualization', 'Collaboration', 'Edge Computing', 'Adaptability', 'Software Engineering Principles', 'IoT Integration', 'Big Data Technologies', 'Attention to Detail', 'Programming', 'Machine Learning Algorithms', 'Programming Languages', 'Deep Learning', 'Computer Vision', 'Problem-Solving', 'Creativity']"
508685036,Kevin,Mckee,Kevin.Mckee000@mymdc.net,Data Analytics,Operations Analyst,4,85067,High,3.75,High,TRUE,"['Market Analysis', 'Leadership', 'Machine Learning Algorithms', 'Natural Language Processing (NLP)']"
983707351,Michael,Johnson,Michael.Johnson000@mymdc.net,Applied Artificial Intelligence,AI Engineer,24,30000,High,2.24,Very Low,FALSE,"['Data-Driven Decision Making', 'Adaptability', 'Presentation Skills', 'Computer Vision', 'Collaboration', 'Data Analysis', 'IoT Integration', 'Programming', 'Project Management', 'Big Data Technologies', 'AI Ethics and Governance', 'Business Acumen', 'AI Frameworks and Libraries', 'Ethical Considerations', 'Market Analysis', 'Data Engineering', 'ETL Processes', 'Attention to Detail', 'Problem-Solving', 'Natural Language Processing (NLP)', 'Machine Learning Algorithms', 'Critical Thinking', 'Edge Computing', 'API Development']"
306591222,Jason,Briggs,Jason.Briggs000@mymdc.net,Data Analytics,Data Scientist,19,30000,High,2.08,Very Low,FALSE,"['ETL Processes', 'Edge Computing', 'Software Engineering Principles', 'Critical Thinking', 'Big Data Technologies', 'Adaptability', 'Market Analysis', 'Curiosity', 'Robotics', 'Project Management', 'Collaboration', 'IoT Integration', 'Data Visualization', 'Data-Driven Decision Making', 'API Development', 'AI Ethics and Governance', 'Creativity', 'Data Analysis', 'Presentation Skills']"
956478472,Eduardo,Brown,Eduardo.Brown000@mymdc.net,Data Analytics,Data Analyst,37,30000,High,2.27,Very Low,FALSE,"['API Development', 'Presentation Skills', 'ETL Processes', 'IoT Integration', 'Machine Learning Algorithms', 'Software Engineering Principles', 'Collaboration', 'Project Management', 'Cloud Computing', 'Robotics', 'Deep Learning', 'Adaptability', 'Curiosity', 'Data Preprocessing', 'Model Training and Evaluation', 'Computer Vision', 'Attention to Detail', 'Problem-Solving', 'Ethical Considerations', 'Data Visualization', 'AI Ethics and Governance', 'DevOps', 'Data-Driven Decision Making', 'Programming Languages', 'Database Management', 'Big Data Technologies', 'Business Acumen', 'Data Engineering', 'Critical Thinking', 'Market Analysis', 'Algorithm Development', 'Programming', 'Creativity', 'Leadership', 'Edge Computing', 'Communication', 'AI Frameworks and Libraries']"
768239105,Rodney,Duke,Rodney.Duke000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,15,30000,High,3.15,Medium,FALSE,"['Data Analysis', 'AI Frameworks and Libraries', 'Data Engineering', 'Leadership', 'API Development', 'Computer Vision', 'Programming Languages', 'Data Preprocessing', 'Adaptability', 'Critical Thinking', 'Collaboration', 'Programming', 'Problem-Solving', 'Machine Learning Algorithms', 'Communication']"
863605975,Patrick,Vaughn,Patrick.Vaughn000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,13,30000,High,3.29,Medium,FALSE,"['API Development', 'DevOps', 'AI Frameworks and Libraries', 'Critical Thinking', 'Robotics', 'Data Engineering', 'Attention to Detail', 'Algorithm Development', 'Model Training and Evaluation', 'Data Visualization', 'IoT Integration', 'Leadership', 'Computer Vision']"
204405276,Sheila,Mendez,Sheila.Mendez000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,27,30000,High,2.53,Low,FALSE,"['Cloud Computing', 'ETL Processes', 'Data Analysis', 'Software Engineering Principles', 'Programming Languages', 'Creativity', 'Robotics', 'Problem-Solving', 'AI Ethics and Governance', 'API Development', 'Natural Language Processing (NLP)', 'Data Preprocessing', 'Model Training and Evaluation', 'Computer Vision', 'Data-Driven Decision Making', 'Attention to Detail', 'Edge Computing', 'Big Data Technologies', 'Programming', 'Adaptability', 'Business Acumen', 'Curiosity', 'IoT Integration', 'Ethical Considerations', 'AI Frameworks and Libraries', 'Collaboration', 'Algorithm Development']"
729279994,Jennifer,Marsh,Jennifer.Marsh000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,3,30000,High,3.99,High,FALSE,"['Data Analysis', 'Collaboration', 'Data Engineering']"
699803675,Adam,Rosales,Adam.Rosales000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,14,30000,High,2.67,Low,FALSE,"['Data Engineering', 'Creativity', 'Problem-Solving', 'API Development', 'Communication', 'Leadership', 'Collaboration', 'Market Analysis', 'Adaptability', 'Project Management', 'Data Analysis', 'Computer Vision', 'AI Ethics and Governance', 'Cloud Computing']"
282261472,Calvin,Smith,Calvin.Smith000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,9,30000,High,3.78,High,FALSE,"['IoT Integration', 'Data-Driven Decision Making', 'Problem-Solving', 'Cloud Computing', 'Communication', 'Big Data Technologies', 'Leadership', 'Curiosity', 'Natural Language Processing (NLP)']"
197805192,Allison,Wilson,Allison.Wilson000@mymdc.net,Applied Artificial Intelligence,AI Engineer,21,30000,High,2.14,Very Low,FALSE,"['Collaboration', 'Attention to Detail', 'Presentation Skills', 'Programming', 'Algorithm Development', 'Data-Driven Decision Making', 'Data Analysis', 'DevOps', 'Programming Languages', 'Ethical Considerations', 'Adaptability', 'Edge Computing', 'API Development', 'IoT Integration', 'AI Ethics and Governance', 'Curiosity', 'Data Visualization', 'Natural Language Processing (NLP)', 'Software Engineering Principles', 'Critical Thinking', 'Data Preprocessing']"
883346560,Joshua,Cameron,Joshua.Cameron000@mymdc.net,Applied Artificial Intelligence,AI Engineer,22,30000,High,2.15,Very Low,FALSE,"['ETL Processes', 'Critical Thinking', 'Business Acumen', 'Attention to Detail', 'Computer Vision', 'Data-Driven Decision Making', 'API Development', 'Market Analysis', 'Leadership', 'Problem-Solving', 'Cloud Computing', 'Programming', 'Presentation Skills', 'Edge Computing', 'Model Training and Evaluation', 'Deep Learning', 'Data Visualization', 'Ethical Considerations', 'AI Frameworks and Libraries', 'IoT Integration', 'Software Engineering Principles', 'Big Data Technologies']"
372382286,Christopher,Case,Christopher.Case000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,38,30000,High,2.28,Very Low,FALSE,"['Project Management', 'Cloud Computing', 'Data Analysis', 'Data Engineering', 'Data Preprocessing', 'DevOps', 'Creativity', 'Attention to Detail', 'AI Frameworks and Libraries', 'Software Engineering Principles', 'Curiosity', 'AI Ethics and Governance', 'Algorithm Development', 'Data Visualization', 'Database Management', 'Collaboration', 'Computer Vision', 'Natural Language Processing (NLP)', 'Ethical Considerations', 'Market Analysis', 'Critical Thinking', 'ETL Processes', 'Machine Learning Algorithms', 'Programming', 'Business Acumen', 'Communication', 'Problem-Solving', 'Edge Computing', 'Data-Driven Decision Making', 'IoT Integration', 'Presentation Skills', 'Model Training and Evaluation', 'API Development', 'Leadership', 'Robotics', 'Programming Languages', 'Big Data Technologies', 'Deep Learning']"
265573319,Bryan,Ho,Bryan.Ho000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,25,30000,High,2.7,Low,FALSE,"['Big Data Technologies', 'Programming', 'Creativity', 'Collaboration', 'Edge Computing', 'API Development', 'Ethical Considerations', 'Computer Vision', 'Model Training and Evaluation', 'Communication', 'Programming Languages', 'Problem-Solving', 'Business Acumen', 'Database Management', 'Presentation Skills', 'Data Preprocessing', 'Machine Learning Algorithms', 'Project Management', 'ETL Processes', 'Software Engineering Principles', 'AI Ethics and Governance', 'Deep Learning', 'IoT Integration', 'Robotics', 'Data-Driven Decision Making']"
175205903,Emily,Jones,Emily.Jones000@mymdc.net,Data Analytics,Data Analyst,5,30000,High,2.13,Very Low,FALSE,"['Data Analysis', 'Collaboration', 'Data Visualization', 'Business Acumen', 'Presentation Skills']"
320317220,Crystal,Nelson,Crystal.Nelson000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,38,30000,High,3.16,Medium,FALSE,"['Computer Vision', 'Programming Languages', 'Collaboration', 'Data Visualization', 'Curiosity', 'Data Engineering', 'ETL Processes', 'Algorithm Development', 'Deep Learning', 'Natural Language Processing (NLP)', 'Project Management', 'Data Analysis', 'Adaptability', 'Big Data Technologies', 'Robotics', 'Critical Thinking', 'Attention to Detail', 'Presentation Skills', 'Model Training and Evaluation', 'Programming', 'Problem-Solving', 'Data-Driven Decision Making', 'DevOps', 'Leadership', 'Ethical Considerations', 'IoT Integration', 'API Development', 'AI Ethics and Governance', 'Business Acumen', 'Database Management', 'Machine Learning Algorithms', 'Software Engineering Principles', 'Creativity', 'Data Preprocessing', 'Communication', 'Edge Computing', 'Cloud Computing', 'AI Frameworks and Libraries']"
876701924,Jill,Harris,Jill.Harris000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,20,30000,High,2.62,Low,FALSE,"['Curiosity', 'IoT Integration', 'Adaptability', 'Deep Learning', 'Leadership', 'Algorithm Development', 'Robotics', 'DevOps', 'Data Preprocessing', 'Project Management', 'Cloud Computing', 'Database Management', 'Programming Languages', 'AI Ethics and Governance', 'ETL Processes', 'API Development', 'Data Engineering', 'Market Analysis', 'Machine Learning Algorithms', 'Data Analysis']"
445455721,Casey,Chapman,Casey.Chapman000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,20,30000,High,2.96,Low,FALSE,"['Computer Vision', 'Adaptability', 'Big Data Technologies', 'Data Analysis', 'Collaboration', 'Communication', 'Critical Thinking', 'Data-Driven Decision Making', 'IoT Integration', 'ETL Processes', 'Leadership', 'Ethical Considerations', 'Model Training and Evaluation', 'Creativity', 'Curiosity', 'Software Engineering Principles', 'AI Frameworks and Libraries', 'Data Preprocessing', 'Presentation Skills', 'Cloud Computing']"
596697776,Deborah,Reese,Deborah.Reese000@mymdc.net,Data Analytics,Data Scientist,19,30000,High,2.34,Very Low,FALSE,"['Leadership', 'Collaboration', 'AI Frameworks and Libraries', 'AI Ethics and Governance', 'Communication', 'Algorithm Development', 'Data Analysis', 'Data Preprocessing', 'DevOps', 'Cloud Computing', 'Model Training and Evaluation', 'Data-Driven Decision Making', 'Creativity', 'Natural Language Processing (NLP)', 'Machine Learning Algorithms', 'Market Analysis', 'Programming Languages', 'Attention to Detail', 'Edge Computing']"
149473585,Craig,Robinson,Craig.Robinson000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,6,91743,High,2.64,Low,TRUE,"['IoT Integration', 'Ethical Considerations', 'Data Visualization', 'Data Analysis', 'Curiosity', 'Data-Driven Decision Making']"
923675042,Michele,Howard,Michele.Howard000@mymdc.net,Data Analytics,Data Scientist,31,30000,High,2.54,Low,FALSE,"['Programming', 'Machine Learning Algorithms', 'Deep Learning', 'Leadership', 'Edge Computing', 'Algorithm Development', 'AI Frameworks and Libraries', 'Business Acumen', 'Communication', 'Adaptability', 'Software Engineering Principles', 'Market Analysis', 'API Development', 'AI Ethics and Governance', 'Creativity', 'Critical Thinking', 'Cloud Computing', 'Presentation Skills', 'Model Training and Evaluation', 'IoT Integration', 'Robotics', 'Ethical Considerations', 'Data Analysis', 'Project Management', 'Problem-Solving', 'Programming Languages', 'Attention to Detail', 'DevOps', 'Data Engineering', 'Data Preprocessing', 'Curiosity']"
332824550,Evan,Little,Evan.Little000@mymdc.net,Data Analytics,Business Intelligence Analyst,3,30000,High,2.19,Very Low,FALSE,"['Algorithm Development', 'API Development', 'Data Engineering']"
588272508,Steven,Sullivan,Steven.Sullivan000@mymdc.net,Data Analytics,Operations Analyst,6,30000,High,2.75,Low,FALSE,"['Problem-Solving', 'AI Ethics and Governance', 'Robotics', 'Data Visualization', 'Computer Vision', 'Data-Driven Decision Making']"
708562633,Henry,Roberts,Henry.Roberts000@mymdc.net,Applied Artificial Intelligence,AI Engineer,10,80350,High,3.94,High,TRUE,"['Presentation Skills', 'Model Training and Evaluation', 'Adaptability', 'Collaboration', 'Creativity', 'Communication', 'Machine Learning Algorithms', 'Data Preprocessing', 'Computer Vision', 'Project Management']"
628571939,Tina,Norman,Tina.Norman000@mymdc.net,Applied Artificial Intelligence,AI Engineer,6,30000,High,2.04,Very Low,FALSE,"['Programming', 'Natural Language Processing (NLP)', 'Big Data Technologies', 'Market Analysis', 'Programming Languages', 'API Development']"
